config,group,target_precision,draft_precision,prompt_id,mean_acceptance,acceptance_list,exact_match,n_new_tokens,n_cycles
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),88,2.6667,"[1, 3, 3, 2, 4, 5, 2, 2, 2, 3, 2, 4, 4, 3, 1, 2, 3, 2, 2, 3, 3, 3, 2, 3]",True,64,24
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),89,4.3333,"[1, 5, 6, 6, 2, 6, 4, 4, 4, 5, 3, 6, 5, 6, 2]",True,64,15
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),90,3.4,"[4, 6, 5, 4, 2, 2, 3, 4, 2, 5, 1, 2, 2, 4, 5, 2, 2, 4, 4, 5]",True,64,20
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),91,3.0,"[1, 4, 3, 5, 2, 1, 3, 3, 4, 4, 2, 4, 5, 2, 2, 2, 3, 3, 3, 3, 3, 4]",True,64,22
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),92,2.4444,"[3, 3, 3, 3, 3, 2, 3, 2, 4, 4, 2, 1, 1, 3, 2, 3, 1, 1, 4, 3, 5, 1, 2, 1, 2, 1, 3]",True,64,27
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),93,4.0625,"[4, 4, 4, 3, 3, 4, 4, 6, 2, 4, 4, 4, 4, 5, 4, 6]",True,64,16
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),94,3.2353,"[6, 5, 3, 5, 5, 5, 3, 3, 2, 2, 2, 1, 2, 2, 3, 2, 4]",True,55,17
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),95,2.7083,"[5, 6, 2, 3, 2, 3, 2, 3, 4, 3, 2, 2, 2, 1, 1, 3, 2, 3, 2, 3, 1, 2, 4, 4]",False,64,24
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),96,4.2667,"[1, 3, 5, 4, 3, 6, 5, 5, 5, 4, 6, 3, 4, 4, 6]",True,64,15
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),97,3.6111,"[4, 6, 3, 2, 2, 6, 2, 2, 2, 6, 6, 2, 3, 4, 3, 4, 4, 4]",True,64,18
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),98,2.75,"[3, 2, 1, 3, 2, 1, 2, 2, 5, 4, 4, 2, 1, 1, 2, 4, 5, 2, 4, 2, 3, 4, 3, 4]",True,64,24
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),99,3.3684,"[1, 2, 3, 6, 4, 1, 2, 6, 6, 2, 5, 5, 5, 6, 3, 3, 2, 1, 1]",True,64,19
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),100,2.7826,"[3, 1, 2, 2, 3, 4, 3, 5, 3, 1, 3, 2, 3, 4, 3, 1, 4, 4, 5, 1, 2, 2, 3]",False,64,23
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",81,1.2075,"[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1]",True,64,53
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",82,1.2075,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",True,64,53
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",83,1.4884,"[1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 3, 2, 1]",True,64,43
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",84,1.3333,"[2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 2, 2]",True,64,48
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",85,1.1852,"[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",True,64,54
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",86,1.2308,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1]",True,64,52
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",87,1.1429,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",True,64,56
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",88,1.2308,"[1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",True,64,52
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",89,1.3,"[1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2]",True,64,50
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",90,1.3913,"[1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1]",True,64,46
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",91,1.28,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",True,64,50
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",92,1.1429,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",True,64,56
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",93,1.2308,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1]",True,64,52
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",94,1.2222,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1]",True,55,45
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",95,1.1852,"[1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1]",True,64,54
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",96,1.2308,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1]",True,64,52
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",97,1.2308,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1]",True,64,52
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",98,1.1636,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1]",True,64,55
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",99,1.3333,"[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1]",True,64,48
Q01_new_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, concat-selective)",100,1.1636,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1]",True,64,55
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",81,1.25,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2]",True,64,52
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",82,1.28,"[2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]",True,64,50
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",83,1.4222,"[1, 1, 2, 1, 3, 1, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1]",True,64,45
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",84,1.3617,"[2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1]",True,64,47
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",85,1.1852,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1]",True,64,54
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",86,1.1636,"[1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",True,64,55
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",87,1.1852,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",True,64,54
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",88,1.2075,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1]",True,64,53
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",89,1.3265,"[1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2]",True,64,49
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",90,1.3542,"[1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2]",True,64,48
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",91,1.25,"[1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2]",True,64,52
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",92,1.1636,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]",True,64,55
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",93,1.4444,"[1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2]",True,64,45
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",94,1.3095,"[1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1]",True,55,42
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",95,1.3061,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2]",True,64,49
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",96,1.1636,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]",True,64,55
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",97,1.2308,"[1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",True,64,52
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",98,1.2745,"[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2]",True,64,51
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",99,1.3265,"[1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",True,64,49
Q01_prevB2_draft_full_W4A4,rot,FP16_rotated,"fake_W4A4(full, prev B2)",100,1.1636,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",True,64,55
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),81,2.4615,"[3, 1, 6, 1, 2, 3, 4, 4, 4, 2, 4, 3, 2, 3, 1, 3, 1, 4, 1, 3, 2, 1, 2, 1, 2, 1]",True,64,26
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),82,2.8696,"[3, 1, 1, 2, 2, 2, 2, 3, 2, 4, 3, 6, 4, 2, 6, 3, 2, 5, 2, 2, 3, 3, 3]",True,64,23
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),83,3.7647,"[4, 6, 3, 6, 2, 4, 2, 4, 4, 4, 4, 2, 4, 3, 3, 6, 3]",True,64,17
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),84,2.5385,"[3, 1, 2, 3, 2, 3, 2, 1, 4, 3, 2, 6, 4, 2, 3, 2, 3, 1, 1, 2, 2, 2, 2, 4, 1, 5]",True,64,26
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),85,1.8824,"[1, 1, 2, 2, 2, 3, 1, 1, 1, 2, 1, 4, 2, 2, 1, 1, 5, 3, 4, 2, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 2, 2]",True,64,34
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),86,2.2759,"[3, 2, 4, 6, 6, 2, 1, 1, 4, 2, 1, 1, 3, 1, 1, 2, 1, 2, 2, 1, 4, 1, 2, 1, 2, 4, 2, 1, 3]",True,64,29
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),87,2.1667,"[1, 1, 2, 3, 4, 1, 3, 5, 4, 4, 1, 2, 5, 3, 2, 1, 3, 2, 1, 2, 3, 1, 1, 1, 2, 1, 1, 2, 1, 2]",True,64,30
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),88,2.0968,"[3, 1, 1, 2, 2, 2, 2, 3, 2, 1, 1, 2, 2, 2, 3, 2, 2, 3, 4, 1, 2, 2, 2, 3, 1, 2, 3, 2, 3, 2, 2]",True,64,31
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),89,3.2,"[3, 3, 4, 4, 4, 2, 4, 1, 4, 5, 2, 2, 1, 4, 2, 3, 4, 4, 4, 4]",True,64,20
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),90,2.9565,"[3, 6, 4, 3, 3, 2, 4, 4, 2, 1, 2, 1, 2, 2, 2, 3, 5, 4, 1, 2, 3, 4, 5]",True,64,23
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),91,2.2069,"[1, 2, 3, 4, 2, 1, 3, 2, 1, 3, 6, 2, 4, 4, 3, 2, 2, 2, 3, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2]",True,64,29
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),92,2.0645,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 3, 4, 2, 2, 1, 4, 5, 2, 2, 2, 1, 2, 3, 3, 2, 1, 3, 1]",True,64,31
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),93,3.0476,"[1, 1, 4, 5, 3, 1, 1, 4, 2, 3, 4, 4, 3, 3, 2, 5, 5, 4, 4, 2, 3]",True,64,21
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),94,2.75,"[2, 4, 5, 1, 2, 2, 3, 4, 4, 2, 3, 3, 2, 2, 3, 2, 1, 1, 5, 4]",True,55,20
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),95,2.68,"[5, 5, 3, 1, 4, 1, 2, 2, 3, 1, 4, 2, 1, 2, 1, 2, 2, 3, 2, 2, 2, 4, 4, 4, 5]",True,64,25
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),96,3.7647,"[1, 3, 4, 2, 3, 3, 3, 2, 6, 5, 4, 6, 5, 3, 4, 4, 6]",True,64,17
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),97,2.9091,"[1, 4, 4, 4, 2, 3, 5, 2, 2, 3, 4, 3, 4, 2, 3, 1, 3, 4, 1, 5, 3, 1]",True,64,22
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),98,1.8286,"[3, 2, 1, 1, 2, 1, 1, 1, 4, 2, 2, 1, 1, 2, 1, 5, 2, 1, 2, 2, 2, 4, 1, 1, 2, 3, 2, 2, 2, 1, 1, 1, 1, 2, 2]",True,64,35
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),99,2.8696,"[1, 2, 3, 2, 6, 2, 1, 2, 5, 6, 3, 2, 3, 4, 1, 2, 2, 5, 3, 2, 3, 2, 4]",True,64,23
DQ_first_only_W4A16,rot,FP16_rotated,fake_W4A16(first preR only),100,1.8824,"[1, 2, 1, 2, 1, 1, 2, 3, 2, 2, 1, 4, 3, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 4, 1, 3, 2, 2, 1, 1, 2, 2, 2, 1]",False,64,34
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),81,2.6667,"[3, 2, 4, 1, 3, 3, 3, 2, 3, 3, 3, 4, 4, 2, 2, 2, 2, 4, 2, 3, 2, 3, 2, 2]",True,64,24
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),82,2.7826,"[3, 1, 3, 2, 2, 2, 5, 3, 2, 4, 4, 4, 2, 4, 2, 2, 2, 4, 4, 2, 2, 3, 2]",True,64,23
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),83,3.1429,"[3, 3, 3, 3, 2, 6, 2, 4, 3, 4, 4, 2, 4, 2, 2, 4, 3, 3, 4, 2, 3]",True,64,21
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),84,2.6,"[3, 1, 2, 3, 5, 2, 4, 2, 2, 2, 6, 4, 2, 4, 1, 2, 2, 1, 2, 2, 2, 2, 3, 2, 4]",True,64,25
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),85,2.2857,"[1, 3, 2, 2, 3, 2, 3, 1, 4, 2, 3, 3, 3, 3, 2, 3, 1, 2, 3, 1, 2, 1, 3, 2, 2, 3, 2, 2]",True,64,28
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),86,2.6,"[3, 4, 2, 4, 6, 3, 2, 3, 4, 1, 2, 2, 1, 2, 2, 2, 5, 2, 2, 1, 3, 4, 2, 1, 2]",True,64,25
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),87,2.8696,"[3, 4, 3, 2, 2, 5, 5, 4, 1, 2, 2, 3, 4, 2, 3, 3, 2, 4, 1, 1, 3, 3, 4]",True,64,23
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),88,2.3704,"[1, 2, 1, 4, 3, 2, 3, 2, 2, 2, 3, 3, 3, 2, 3, 5, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 3]",True,64,27
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),89,2.9091,"[3, 2, 4, 3, 2, 2, 2, 2, 3, 4, 2, 2, 4, 3, 3, 4, 1, 6, 4, 2, 4, 2]",True,64,22
DQ_recurrent_only_W4A16,rot,FP16_rotated,fake_W4A16(recurrent preR only),90,2.4815,"[3, 2, 4, 3, 2, 2, 3, 2, 3, 3, 2, 2, 3, 2, 1, 1, 2, 2, 2, 3, 2, 4, 2, 4, 2, 2, 4]",True,64,27
